alg,M,seed,best_cost,energy_j,completion,wall_time_s
de,2,2,1029368.0625,39640.8203125,0.25161558389663696,0.6409200350753963
de,2,3,1347963.375,36693.890625,0.1705390065908432,0.6411430002190173
de,2,4,1108470.25,38244.2421875,0.19970668852329254,0.6414973479695618
de,2,5,1167471.125,35609.50390625,0.1639283150434494,0.6353082060813904
de,2,6,1399520.625,37823.2421875,0.2049640417098999,0.6384782958775759
de,2,7,1446972.0,35890.06640625,0.1988946795463562,0.6409054133109748
de,2,8,1441646.875,36692.28125,0.21308313310146332,0.6403154251165688
de,2,9,1228202.5,36490.97265625,0.2604079842567444,0.6376830227673054
de,2,10,1306301.875,37403.5625,0.2697962522506714,0.6340882470831275
de,2,11,1164431.25,35491.2890625,0.24661263823509216,0.639415895100683
de,2,12,1265459.5,36003.96875,0.23258590698242188,0.6393526052124798
de,2,13,1364678.5,36076.09765625,0.2113824486732483,0.638984396122396
de,2,14,1222555.0,36866.7890625,0.20124472677707672,0.6375190652906895
de,2,15,1178734.625,36291.1796875,0.21546570956707,0.6379569550044835
de,2,16,1044621.25,36563.75,0.17619529366493225,0.6412399159744382
de,2,17,1231227.875,36818.8515625,0.187167227268219,0.6438159649260342
de,2,18,1365130.75,36767.7265625,0.21737807989120483,0.6397308218292892
de,2,19,1210969.625,34887.171875,0.21649624407291412,0.6409876928664744
de,2,20,1269593.75,38301.0703125,0.14202842116355896,0.641478193923831
de,2,21,1434639.25,37323.7890625,0.18484334647655487,0.638676350004971
de,2,22,1078502.75,35539.28515625,0.2530409097671509,0.6320452140644193
de,2,23,1323441.875,38986.2890625,0.23117870092391968,0.6349594909697771
de,2,24,1193906.75,37212.35546875,0.2427581548690796,0.6384692979045212
de,2,25,1299032.25,34989.9609375,0.244986429810524,0.6372555838897824
de,2,26,1401719.75,34849.6796875,0.14294329285621643,0.6374785620719194
de,2,27,1260245.625,36585.52734375,0.2536088228225708,0.6366770481690764
de,2,28,1113211.375,38570.890625,0.21390467882156372,0.634379836730659
de,2,29,961421.875,35323.5625,0.2629428505897522,0.6370195769704878
gwo,2,0,1643957.25,40328.91796875,0.17370350658893585,0.680418100208044
gwo,2,1,1540586.0,36457.62109375,0.24888746440410614,0.6830047913827002
gwo,2,2,1378783.25,36214.74609375,0.24852126836776733,0.6843090280890465
gwo,2,3,1873185.5,37955.359375,0.17543824017047882,0.6857537748292089
gwo,2,4,1490479.0,37758.6015625,0.20817504823207855,0.679266738705337
gwo,2,5,1760120.0,38334.4765625,0.16926798224449158,0.6756103029474616
gwo,2,6,1549538.75,37006.16796875,0.2010873705148697,0.6757354652509093
gwo,2,7,1477552.25,38314.45703125,0.20408190786838531,0.6856571193784475
gwo,2,8,1393410.25,37330.609375,0.20838814973831177,0.6847144928760827
gwo,2,9,1483353.375,35901.203125,0.2639446258544922,0.687507166992873
gwo,2,10,1369390.25,36720.90234375,0.2567371726036072,0.6858452600426972
gwo,2,11,1586767.5,36839.8125,0.24815107882022858,0.6858113901689649
gwo,2,12,1450403.875,37390.06640625,0.24543525278568268,0.6822703932411969
gwo,2,13,1533312.25,39341.66796875,0.21170897781848907,0.6773763629607856
gwo,2,14,1572363.375,38869.1640625,0.2005508542060852,0.6797162839211524
gwo,2,15,1406680.375,37719.90625,0.21488264203071594,0.6794443880207837
gwo,2,16,1472844.5,35809.00390625,0.18556952476501465,0.6782941981218755
gwo,2,17,1459541.125,36812.0078125,0.20349788665771484,0.6753746061585844
gwo,2,18,1528147.75,37523.08203125,0.22630421817302704,0.6715664868243039
gwo,2,19,1470082.625,38551.4296875,0.1993849128484726,0.6814999836497009
gwo,2,20,1545972.25,37938.72265625,0.14284464716911316,0.6770864091813564
gwo,2,21,1455486.0,38565.5625,0.19293113052845,0.6776399868540466
gwo,2,22,1572549.5,39226.421875,0.25578781962394714,0.6800333489663899
gwo,2,23,1581658.0,37371.140625,0.2267414629459381,0.6761755309998989
gwo,2,24,1587081.375,38538.296875,0.22688832879066467,0.6808233428746462
gwo,2,25,1555597.25,36514.73046875,0.23179598152637482,0.6755293603055179
gwo,2,26,1719230.375,39060.4609375,0.139151468873024,0.6765432641841471
gwo,2,27,1676018.5,38624.27734375,0.26199445128440857,0.6808587959967554
gwo,2,28,1789447.75,38562.44140625,0.22134964168071747,0.6792695820331573
gwo,2,29,1400061.0,38059.58203125,0.2603866159915924,0.6817925153300166
lshade,2,0,447457.625,44430.828125,0.21763475239276886,1.7591498168185353
lshade,2,1,353949.0,41828.5234375,0.25055837631225586,1.7563436273485422
lshade,2,2,391908.8125,43291.4296875,0.25208529829978943,1.7518700119107962
lshade,2,3,508382.0,44620.9296875,0.18527044355869293,1.7577538439072669
lshade,2,4,461027.9375,42453.27734375,0.1954687535762787,1.7385851787403226
lshade,2,5,394748.1875,43466.73046875,0.18429802358150482,1.7376498500816524
lshade,2,6,442699.34375,45005.828125,0.20119868218898773,1.7531746551394463
lshade,2,7,504712.21875,42284.97265625,0.20370584726333618,1.7572866147384048
lshade,2,8,385906.3125,43607.3046875,0.2132362425327301,1.7581772599369287
lshade,2,9,453134.75,44753.8046875,0.2544387876987457,1.7545697349123657
lshade,2,10,452299.875,42561.6328125,0.2676304876804352,1.766044331714511
lshade,2,11,442447.3125,43294.34765625,0.25994035601615906,1.7681837952695787
lshade,2,12,418756.84375,43068.9765625,0.23846504092216492,1.7704502209089696
lshade,2,13,466976.9375,44554.03125,0.22451573610305786,1.7739497632719576
lshade,2,14,380883.125,43750.15625,0.21111911535263062,1.7650407678447664
lshade,2,15,450365.53125,42086.1171875,0.2251156121492386,1.7664622981101274
lshade,2,16,467309.21875,42124.19140625,0.17615598440170288,1.7565934951417148
lshade,2,17,495929.59375,41913.9921875,0.20312780141830444,1.7568997219204903
lshade,2,18,476012.25,42486.390625,0.23498046398162842,1.7667227843776345
lshade,2,19,466942.4375,42129.390625,0.20372627675533295,1.7651866381056607
lshade,2,20,432269.71875,41803.59375,0.13030068576335907,1.7678520898334682
lshade,2,21,446352.6875,43574.75,0.1916658878326416,1.8275746810249984
lshade,2,22,453538.375,42239.15234375,0.24800235033035278,1.8224693988449872
lshade,2,23,460940.25,40955.828125,0.2311290055513382,1.8288184013217688
lshade,2,24,436355.84375,42982.28125,0.23186618089675903,1.8172807907685637
lshade,2,25,352269.28125,43508.2265625,0.25241515040397644,1.8115619849413633
lshade,2,26,412026.25,42992.015625,0.14294329285621643,1.809629937633872
lshade,2,27,453620.0625,44277.0546875,0.26634344458580017,1.8156253192573786
lshade,2,28,405663.3125,43647.5625,0.23844128847122192,1.802213363815099
lshade,2,29,402813.1875,43186.5390625,0.25586792826652527,1.8260951209813356
cmaes,2,0,213300.15625,35428.40625,0.24469344317913055,2.8908875160850585
cmaes,2,1,219005.234375,35996.3359375,0.24561262130737305,2.876965783070773
cmaes,2,2,205421.140625,36129.5078125,0.27524611353874207,2.882883590180427
cmaes,2,3,241118.671875,37746.96484375,0.21994858980178833,2.891042657662183
cmaes,2,4,218400.234375,34618.453125,0.22542159259319305,2.889479356817901
cmaes,2,5,213978.609375,34648.3359375,0.211814284324646,2.894925587810576
cmaes,2,6,229915.609375,35340.3828125,0.2159443497657776,2.880729089025408
cmaes,2,7,228821.03125,35793.828125,0.22121065855026245,2.8687135982327163
cmaes,2,8,232968.125,35940.671875,0.21224592626094818,2.8679981981404126
cmaes,2,9,204893.15625,34356.7734375,0.26414602994918823,2.867977211251855
cmaes,2,10,198094.859375,34901.84375,0.2852497100830078,2.875560987740755
cmaes,2,11,224937.25,35740.3671875,0.21973605453968048,2.8754266728647053
cmaes,2,12,232721.4375,34837.609375,0.2249453365802765,2.8697915500961244
cmaes,2,13,232923.78125,35573.578125,0.2231297343969345,2.86689945589751
cmaes,2,14,213574.5,34635.26953125,0.19786803424358368,2.8669215138070285
cmaes,2,15,242127.921875,36687.64453125,0.23550978302955627,2.8716320251114666
cmaes,2,16,225248.109375,34798.03125,0.1612115353345871,2.875422085635364
cmaes,2,17,244143.953125,34994.0859375,0.20442433655261993,2.8662804099731147
cmaes,2,18,243642.71875,35732.21875,0.18835929036140442,2.8649177267216146
cmaes,2,19,233117.390625,35579.4765625,0.21733295917510986,2.8696184377186
cmaes,2,20,241416.25,34763.71875,0.13947336375713348,2.873832473065704
cmaes,2,21,236571.671875,34967.93359375,0.1933465451002121,2.8798426440916955
cmaes,2,22,230426.578125,36144.515625,0.25423017144203186,2.8722149967215955
cmaes,2,23,233255.78125,34800.1875,0.22204910218715668,2.867873295210302
cmaes,2,24,233653.578125,35259.640625,0.21064624190330505,2.862787516321987
cmaes,2,25,226984.34375,35682.4609375,0.2423446774482727,2.8617910239845514
cmaes,2,26,210787.828125,34675.72265625,0.15530946850776672,2.870822659227997
cmaes,2,27,215582.75,32925.703125,0.24831560254096985,2.8738082060590386
cmaes,2,28,222286.15625,34560.34375,0.20007263123989105,2.8629809580743313
cmaes,2,29,217348.1875,34469.09375,0.2526055574417114,2.8693301021121442
qipso,3,0,3783977.25,67894.875,0.22249799966812134,0.6791804558597505
qipso,3,1,4324555.0,67967.625,0.23392926156520844,0.6675505400635302
qipso,3,2,5712105.0,71792.1328125,0.26267093420028687,0.6783367362804711
qipso,3,3,6081431.0,73179.9296875,0.2243298888206482,0.6786374319344759
qipso,3,4,6189925.5,72105.875,0.23978257179260254,0.671438040677458
qipso,3,5,5918412.0,72387.9453125,0.25075697898864746,0.6783047090284526
qipso,3,6,4946221.0,67388.0,0.2461034208536148,0.6753265550360084
qipso,3,7,6623042.0,70822.5078125,0.2685481011867523,0.6867376710288227
qipso,3,8,3919826.25,66481.984375,0.20594282448291779,0.6897598439827561
qipso,3,9,5524894.5,69629.796875,0.2117418795824051,0.6848164792172611
qipso,3,10,4152711.0,67915.5546875,0.3064418435096741,0.6885151779279113
qipso,3,11,5936840.0,74397.1796875,0.25589311122894287,0.6885176319628954
qipso,3,12,3878419.75,67679.828125,0.26359277963638306,0.6867846646346152
qipso,3,13,6083689.0,71578.9375,0.21774007380008698,0.6883187121711671
qipso,3,14,6258110.0,73103.0703125,0.25042590498924255,0.6896163104102015
qipso,3,15,6572991.0,77418.7890625,0.19924893975257874,0.6772815277799964
qipso,3,16,4367401.0,66742.7890625,0.1660993993282318,0.6804471388459206
qipso,3,17,4196077.0,64708.578125,0.20570454001426697,0.6787915350869298
qipso,3,18,4601923.5,67742.734375,0.22608903050422668,0.6778974384069443
qipso,3,19,5100193.0,69303.5625,0.25207293033599854,0.6821357468143106
qipso,3,20,4891625.0,69794.65625,0.15619216859340668,0.6819538800045848
qipso,3,21,5484471.5,72141.0,0.23311151564121246,0.6778957229107618
qipso,3,22,4633252.0,66937.453125,0.26812291145324707,0.6757926167920232
qipso,3,23,6146275.0,70764.7734375,0.24873079359531403,0.6791881248354912
qipso,3,24,4220533.0,67198.65625,0.21089260280132294,0.6767954020760953
qipso,3,25,4931644.0,67785.734375,0.27282431721687317,0.6786075569689274
qipso,3,26,3581492.75,67701.4453125,0.16570602357387543,0.6796962949447334
qipso,3,27,5187318.0,69253.1796875,0.22756727039813995,0.6773772216401994
qipso,3,28,5891687.0,69093.359375,0.2708994448184967,0.6787872682325542
qipso,3,29,3776159.0,67314.90625,0.24130922555923462,0.6755823069252074
qipsode,3,0,3874164.5,59999.953125,0.2150786817073822,0.749980113003403
qipsode,3,1,3330346.5,58136.99609375,0.23732632398605347,0.7445526109077036
qipsode,3,2,3601208.0,58275.15625,0.2672588527202606,0.7431545150466263
qipsode,3,3,3300906.5,58187.6484375,0.20260538160800934,0.7578028459101915
qipsode,3,4,4075552.75,58715.6796875,0.2309764325618744,0.7494298680685461
qipsode,3,5,3370106.0,55624.7265625,0.2676882743835449,0.7425513649359345
qipsode,3,6,3510682.0,57926.69921875,0.230563685297966,0.7417778959497809
qipsode,3,7,3481536.5,58879.0859375,0.2692510783672333,0.7511503808200359
qipsode,3,8,3676827.5,57255.6640625,0.20858964323997498,0.7442893851548433
qipsode,3,9,4115422.5,54749.6484375,0.20221629738807678,0.7407710128463805
qipsode,3,10,3591954.0,54821.47265625,0.2860543727874756,0.7662875759415329
qipsode,3,11,3404753.0,56441.08203125,0.2523103356361389,0.7569748307578266
qipsode,3,12,3740244.5,57966.1875,0.2421875298023224,0.7495927507989109
qipsode,3,13,3840182.0,55278.71484375,0.22431178390979767,0.7538065449334681
qipsode,3,14,3741637.25,59206.7734375,0.22637146711349487,0.7474298728629947
qipsode,3,15,4120692.0,56865.234375,0.20012541115283966,0.7534706899896264
qipsode,3,16,4056332.25,56455.4609375,0.17685310542583466,0.7558307591825724
qipsode,3,17,3427404.5,55377.1015625,0.20671769976615906,0.7551684100180864
qipsode,3,18,3425639.5,56249.3828125,0.21886232495307922,0.7592948125675321
qipsode,3,19,4094041.0,57966.17578125,0.24692152440547943,0.7563344212248921
qipsode,3,20,4178027.5,56147.55078125,0.15280716121196747,0.7624436621554196
qipsode,3,21,3637355.0,55966.15625,0.22492805123329163,0.7588586872443557
qipsode,3,22,3838053.5,57935.66015625,0.2568911612033844,0.7599861822091043
qipsode,3,23,3265811.25,56502.1875,0.262472540140152,0.7651885128580034
qipsode,3,24,3911734.25,55639.7578125,0.22030720114707947,0.758447352796793
qipsode,3,25,3616789.5,56956.2265625,0.2773604691028595,0.7584638306871057
qipsode,3,26,3576325.5,56754.3828125,0.15799757838249207,0.7543603871017694
qipsode,3,27,3655637.25,57901.89453125,0.22601774334907532,0.759956147056073
qipsode,3,28,3937836.5,55221.89453125,0.2653205096721649,0.7578684790059924
qipsode,3,29,3577198.0,56351.37109375,0.2518312335014343,0.7585161742754281
pso,3,0,5277380.0,67963.0703125,0.2288607805967331,0.6010801652446389
pso,3,1,4825755.5,67567.3046875,0.23031918704509735,0.60196687374264
pso,3,2,7209759.0,72697.0234375,0.26247814297676086,0.5995150920934975
pso,3,3,6578456.0,72245.140625,0.2299019992351532,0.5964817800559103
pso,3,4,6934175.5,73089.1328125,0.23990343511104584,0.6041034469380975
pso,3,5,6940052.0,71103.765625,0.2607792913913727,0.592259940225631
pso,3,6,7003544.0,68977.828125,0.24365907907485962,0.5945519069209695
pso,3,7,6982830.5,70927.390625,0.2699280381202698,0.5984254111535847
pso,3,8,7233057.0,69443.921875,0.21444310247898102,0.6000318452715874
pso,3,9,7122852.0,72051.6875,0.21523305773735046,0.6063303146511316
pso,3,10,5677473.0,67968.3203125,0.3057759702205658,0.6016647601500154
pso,3,11,7869416.5,75462.9140625,0.2607380151748657,0.5979427872225642
pso,3,12,4730563.0,66545.234375,0.25714966654777527,0.6031926842406392
pso,3,13,7886199.5,73849.265625,0.21770909428596497,0.5953192762099206
pso,3,14,8219445.5,74755.421875,0.2521646022796631,0.5988843790255487
pso,3,15,7947717.0,75656.0,0.19703692197799683,0.5985751622356474
pso,3,16,5375340.5,67515.34375,0.15707986056804657,0.6212914688512683
pso,3,17,3986954.0,64928.4609375,0.2044234424829483,0.6067303870804608
pso,3,18,4158366.75,64633.19140625,0.22185322642326355,0.601636609993875
pso,3,19,7767996.0,72863.1171875,0.2481602430343628,0.5975620918907225
pso,3,20,7070990.0,72280.96875,0.1533423811197281,0.5943439179100096
pso,3,21,7411615.0,72397.6875,0.2289336919784546,0.586094515863806
pso,3,22,6639309.0,69633.296875,0.2641243040561676,0.5966785820201039
pso,3,23,6523048.0,71453.7890625,0.2622959613800049,0.5969744701869786
pso,3,24,6462414.0,69985.28125,0.21680030226707458,0.6128489361144602
pso,3,25,6539047.0,68270.28125,0.2758941054344177,0.5910927806980908
pso,3,26,4388945.0,65206.30078125,0.16120457649230957,0.5981037467718124
pso,3,27,8004178.0,74680.828125,0.2315940409898758,0.5930700730532408
pso,3,28,7400309.5,73247.9140625,0.2817020118236542,0.5923045119270682
pso,3,29,7537210.0,70315.09375,0.24569706618785858,0.5841148467734456
ga,3,0,5640355.0,73884.2421875,0.22746972739696503,0.6936160698533058
ga,3,1,6242232.0,73605.59375,0.23592565953731537,0.6955669587478042
ga,3,2,6345844.0,75986.5703125,0.2564499080181122,0.6921136020682752
ga,3,3,6189744.0,73785.0625,0.21345843374729156,0.6954404800198972
ga,3,4,6625957.5,74535.5,0.2308240532875061,0.6934615159407258
ga,3,5,6302329.5,76034.6640625,0.2623474895954132,0.6995195080526173
ga,3,6,6060811.0,73276.15625,0.24725341796875,0.7011388880200684
ga,3,7,6131096.0,75931.2890625,0.27623191475868225,0.7003024532459676
ga,3,8,6049512.0,72982.8125,0.20765595138072968,0.6942054340615869
ga,3,9,6207802.0,77031.5390625,0.21050605177879333,0.7054756432771683
ga,3,10,6419013.0,76681.40625,0.29775911569595337,0.7031679372303188
ga,3,11,6797311.5,75897.796875,0.25894397497177124,0.6942680976353586
ga,3,12,5527721.0,73087.90625,0.2588754892349243,0.7001915108412504
ga,3,13,6172135.0,72604.34375,0.20535561442375183,0.6947943037375808
ga,3,14,6426064.5,77177.3828125,0.2569578289985657,0.693274627905339
ga,3,15,6246678.0,74833.046875,0.1856938898563385,0.6953834928572178
ga,3,16,6094813.0,74770.140625,0.16269277036190033,0.6942742499522865
ga,3,17,6064837.0,73958.8515625,0.2109721451997757,0.695841811131686
ga,3,18,5775423.0,70176.828125,0.22003300487995148,0.6957944170571864
ga,3,19,6266441.0,76364.4921875,0.2461169958114624,0.6926874960772693
ga,3,20,6064746.0,73866.796875,0.16686782240867615,0.6949397921562195
ga,3,21,6213344.0,76180.4375,0.24607238173484802,0.7037081336602569
ga,3,22,6059272.0,73663.90625,0.26806968450546265,0.7072281087748706
ga,3,23,6804627.0,74378.984375,0.26671385765075684,0.7050276836380363
ga,3,24,6525594.0,76352.1875,0.22901438176631927,0.7027271869592369
ga,3,25,6399870.5,73223.265625,0.2721424400806427,0.7042056452482939
ga,3,26,5621814.5,73908.359375,0.15721450746059418,0.7013173056766391
ga,3,27,6171376.0,73293.171875,0.22620481252670288,0.7018634867854416
ga,3,28,6578038.0,74967.484375,0.2860347628593445,0.7022606488317251
ga,3,29,6533868.0,76863.1015625,0.2499016374349594,0.7015380850061774
de,3,0,4000708.75,53809.9765625,0.20845606923103333,0.6504872590303421
de,3,1,4113756.25,60081.609375,0.2384101152420044,0.6477813981473446
de,3,2,3821014.0,57227.671875,0.24972683191299438,0.6435470706783235
de,3,3,3484746.5,57987.28125,0.22518275678157806,0.6409684200771153
de,3,4,3656121.0,56293.859375,0.22982940077781677,0.6411509308964014
de,3,5,3856048.0,54214.8671875,0.25391632318496704,0.6439110627397895
de,3,6,3723445.25,55030.66796875,0.2384776920080185,0.6411288999952376
de,3,7,3810028.75,58522.625,0.27262815833091736,0.6392268841154873
de,3,8,3772467.5,58869.55078125,0.21067112684249878,0.6439570989459753
de,3,9,3887100.75,55884.99609375,0.21175017952919006,0.6438206220045686
de,3,10,3616314.25,54838.8984375,0.29035684466362,0.641742445062846
de,3,11,3761439.25,54619.7578125,0.25977951288223267,0.6467079329304397
de,3,12,3843969.5,59311.625,0.24573466181755066,0.643644084688276
de,3,13,3772084.25,59200.6875,0.22687071561813354,0.6317568081431091
de,3,14,3809232.25,54341.5625,0.23693019151687622,0.6361788460053504
de,3,15,4325147.0,59298.91796875,0.19756220281124115,0.6376640200614929
de,3,16,4046860.0,57818.609375,0.15322190523147583,0.6468762718141079
de,3,17,3609584.75,58283.4453125,0.20902501046657562,0.6468238057568669
de,3,18,3997578.25,58045.2265625,0.22799670696258545,0.6386012895964086
de,3,19,3608293.0,58891.17578125,0.24619799852371216,0.6395492623560131
de,3,20,3905031.0,54768.03125,0.1606193631887436,0.6403987687081099
de,3,21,3772955.0,57390.78515625,0.22110392153263092,0.6342503186315298
de,3,22,4258700.0,55771.421875,0.2615533173084259,0.6362404082901776
de,3,23,4176282.75,59506.2578125,0.26144102215766907,0.6381379938684404
de,3,24,3665105.75,57778.19921875,0.22001539170742035,0.6382231507450342
de,3,25,3684874.0,56892.55078125,0.2808211147785187,0.6315888972021639
de,3,26,3713856.5,53354.9921875,0.15279096364974976,0.6286257319152355
de,3,27,4017225.25,56443.84765625,0.21878767013549805,0.6385017749853432
de,3,28,3734077.0,55843.1796875,0.27152401208877563,0.6419327980838716
de,3,29,4261648.0,60296.1015625,0.24243338406085968,0.6396630331873894
gwo,3,0,4337777.5,58615.0390625,0.21433115005493164,0.6912190448492765
gwo,3,1,4069285.75,58442.3203125,0.22796134650707245,0.6907740426249802
gwo,3,2,4541431.5,64201.55078125,0.2631787657737732,0.7012134240940213
gwo,3,3,4349092.0,60969.40625,0.20518644154071808,0.7016919092275202
gwo,3,4,4472063.5,58612.24609375,0.21717190742492676,0.6999383666552603
gwo,3,5,4359385.0,59879.84375,0.26164937019348145,0.7008904339745641
gwo,3,6,4319205.0,59833.37890625,0.2384408712387085,0.7011696891859174
gwo,3,7,4266756.0,57358.6796875,0.2637748122215271,0.6991278561763465
gwo,3,8,4187628.0,56764.328125,0.2036932408809662,0.6935738702304661
gwo,3,9,4237036.5,59615.6875,0.21178025007247925,0.6979111698456109
gwo,3,10,3907461.75,59452.62890625,0.30835261940956116,0.7007074551656842
gwo,3,11,4177267.25,60254.96875,0.26304957270622253,0.6999590429477394
gwo,3,12,3954094.0,57193.921875,0.24750849604606628,0.700643626973033
gwo,3,13,4319507.0,58349.41015625,0.2128065675497055,0.6994706592522562
gwo,3,14,4541730.5,61403.11328125,0.2284344881772995,0.6972475382499397
gwo,3,15,4541528.5,57522.1875,0.19424572587013245,0.697129073087126
gwo,3,16,4431788.0,59983.78515625,0.1710975468158722,0.6995048839598894
gwo,3,17,4440136.5,57378.60546875,0.20971986651420593,0.6925744470208883
gwo,3,18,4036625.0,57604.28125,0.22354848682880402,0.6893126042559743
gwo,3,19,4559107.5,59445.58203125,0.24295200407505035,0.6932421228848398
gwo,3,20,4565505.5,59273.5234375,0.15958382189273834,0.6943887379020452
gwo,3,21,4441587.5,57803.7578125,0.22367830574512482,0.6973983319476247
gwo,3,22,4262986.5,57719.33203125,0.2591418921947479,0.6912735081277788
gwo,3,23,4386173.0,58072.65625,0.25292274355888367,0.6854348652996123
gwo,3,24,4540143.0,61401.953125,0.22555533051490784,0.692381780128926
gwo,3,25,4251528.5,56867.84375,0.2850487232208252,0.6842141621746123
gwo,3,26,4232987.0,59962.4765625,0.16224518418312073,0.6836249022744596
gwo,3,27,4350786.0,57843.421875,0.22321923077106476,0.6847361223772168
gwo,3,28,3927511.75,59122.72265625,0.2762991487979889,0.6849232921376824
gwo,3,29,4326485.0,57451.7421875,0.24612925946712494,0.6852861437946558
lshade,3,0,1792827.5,67637.6796875,0.24316594004631042,1.7958594900555909
lshade,3,1,1518844.25,65460.17578125,0.22565530240535736,1.7940829498693347
lshade,3,2,1694995.75,66680.5,0.2602168619632721,1.784766796976328
lshade,3,3,2026799.375,65392.5390625,0.22025014460086823,1.805950680281967
lshade,3,4,1954067.0,65796.078125,0.24105243384838104,1.8010723181068897
lshade,3,5,1878995.125,65816.4765625,0.2521061897277832,1.7911139521747828
lshade,3,6,1572793.5,64650.1875,0.24680118262767792,1.8013396910391748
lshade,3,7,1709737.0,66642.640625,0.27154746651649475,1.7923901970498264
lshade,3,8,1806580.375,65822.8359375,0.21173426508903503,1.7891521146520972
lshade,3,9,1818981.625,66325.6171875,0.21656088531017303,1.7917694956995547
lshade,3,10,1631314.625,67326.75,0.2912297546863556,1.7862478489987552
lshade,3,11,1603939.25,63520.15625,0.257696270942688,1.794263661839068
lshade,3,12,1609440.125,65881.1796875,0.2655259370803833,1.7873077979311347
lshade,3,13,1650438.5,65131.33984375,0.19853876531124115,1.7881605438888073
lshade,3,14,1795039.5,65907.8359375,0.2364875227212906,1.7912520067766309
lshade,3,15,1872093.5,63817.25,0.21046705543994904,1.771350794006139
lshade,3,16,1828856.0,64921.21484375,0.1529836356639862,1.7443054569885135
lshade,3,17,1790427.125,67249.4296875,0.2148824781179428,1.744696225039661
lshade,3,18,1813631.125,65355.01171875,0.22466187179088593,2.2387077268213034
lshade,3,19,1801993.625,64645.5625,0.2605370581150055,2.4167488259263337
lshade,3,20,1923593.5,63625.8203125,0.14985978603363037,2.4047237718477845
lshade,3,21,1960214.25,64311.69140625,0.23349453508853912,2.4171191272325814
lshade,3,22,1622556.625,66109.8515625,0.261817991733551,2.419829422608018
lshade,3,23,1727620.375,64567.96875,0.2618643343448639,2.420348229818046
lshade,3,24,1717167.25,64916.91796875,0.21707893908023834,2.1231916397809982
lshade,3,25,1803344.25,64786.921875,0.2732386291027069,1.8011655281297863
lshade,3,26,1942366.0,64790.0859375,0.14719775319099426,1.8022930291481316
lshade,3,27,1905119.5,66324.625,0.2270270437002182,2.031174431089312
lshade,3,28,1717198.75,67035.3671875,0.2961815297603607,2.424024577252567
lshade,3,29,1805471.25,64143.5859375,0.23716507852077484,2.4238250670023263
cmaes,3,0,1228185.0,61910.171875,0.25745663046836853,4.053001829888672
cmaes,3,1,1010924.3125,61087.4375,0.23620478808879852,3.792484995443374
cmaes,3,2,1066050.75,61860.609375,0.2569299042224884,3.79649962997064
cmaes,3,3,1168375.625,60514.796875,0.25262725353240967,3.790511893108487
cmaes,3,4,1427721.875,61170.78515625,0.2618081867694855,3.796022698748857
cmaes,3,5,1069152.5,58395.36328125,0.2559834420681,3.797180279158056
cmaes,3,6,1080474.125,59596.90625,0.2356157749891281,3.788441815879196
cmaes,3,7,1373114.5,59593.3828125,0.2651667594909668,3.7862977338954806
cmaes,3,8,1761612.75,65103.6015625,0.23137584328651428,3.791009717620909
cmaes,3,9,984162.75,59123.171875,0.2116713523864746,3.790152659174055
cmaes,3,10,1278347.75,62543.64453125,0.30102217197418213,3.790635233744979
cmaes,3,11,1390636.375,61900.6328125,0.26987534761428833,3.793632479850203
cmaes,3,12,966142.75,60166.328125,0.24210423231124878,3.7857137541286647
cmaes,3,13,1013863.75,59132.59765625,0.2168852537870407,3.7858980572782457
cmaes,3,14,1069049.625,60923.125,0.2305920571088791,3.780567831825465
cmaes,3,15,1246034.125,59759.8828125,0.21774041652679443,3.7849398809485137
cmaes,3,16,1439076.875,61010.8984375,0.17201749980449677,3.782880170736462
cmaes,3,17,1451646.125,63122.40625,0.20458784699440002,3.78737979196012
cmaes,3,18,1366153.125,63958.22265625,0.2268732190132141,3.7854744871146977
cmaes,3,19,1578627.0,63066.46875,0.24621321260929108,3.783041647169739
cmaes,3,20,1225229.25,61882.53515625,0.1401362121105194,3.7822742029093206
cmaes,3,21,1671706.75,64786.828125,0.2329435646533966,3.792641701642424
cmaes,3,22,1104829.625,59870.33203125,0.2552391588687897,3.7864068611525
cmaes,3,23,862067.75,60829.4375,0.263606995344162,3.786768597085029
cmaes,3,24,1207194.5,60643.5078125,0.23892825841903687,3.791392716113478
cmaes,3,25,1426554.25,62000.21875,0.2775091826915741,3.792748082894832
cmaes,3,26,1212925.0,60944.875,0.17046678066253662,3.7886942522600293
cmaes,3,27,1088065.75,61426.16796875,0.21653048694133759,3.7897988599725068
cmaes,3,28,996222.5625,57059.21484375,0.2819480895996094,3.783330853097141
cmaes,3,29,1205022.125,61164.0234375,0.22864723205566406,3.781846489291638
qipso,4,0,10749766.0,95852.8359375,0.23993751406669617,0.6794369341805577
qipso,4,1,11417028.0,98418.4375,0.27803152799606323,0.6807679189369082
qipso,4,2,11912180.0,100432.9765625,0.29137250781059265,0.690563018899411
qipso,4,3,11314347.0,101907.859375,0.21104466915130615,0.6908781612291932
qipso,4,4,12059444.0,99353.109375,0.20673589408397675,0.7167074680328369
qipso,4,5,11238040.0,99905.9296875,0.15628646314144135,0.713523237966001
qipso,4,6,10298113.0,95929.421875,0.22063620388507843,0.7216276628896594
qipso,4,7,11104058.0,94698.484375,0.2352554351091385,0.7186733176931739
qipso,4,8,11559148.0,98999.953125,0.18803682923316956,0.7223870209418237
