alg,seed,best_cost,energy_j,completion,wall_time_s,iterations,K
straight,13,66995.6484375,12518.6533203125,0.10978370904922485,0.007590411230921745,1,20
straight,14,54873.61328125,12518.6533203125,0.314376562833786,0.007535380776971579,1,20
straight,15,52801.21484375,12518.6533203125,0.21297679841518402,0.007522626779973507,1,20
straight,16,50192.7890625,12518.6533203125,0.27545514702796936,0.0074701569974422455,1,20
straight,17,47122.60546875,12518.6533203125,0.37246933579444885,0.007511727977544069,1,20
straight,18,52483.02734375,12518.6533203125,0.2537238299846649,0.007729207165539265,1,20
straight,19,40532.10546875,12518.6533203125,0.3856208324432373,0.007555847056210041,1,20
straight,20,55589.6171875,12518.6533203125,0.2261791229248047,0.007517660968005657,1,20
straight,21,53706.74609375,12518.6533203125,0.35054489970207214,0.007624990306794643,1,20
straight,22,47145.55859375,12518.6533203125,0.27581310272216797,0.007565669249743223,1,20
straight,23,49455.828125,12518.6533203125,0.29496675729751587,0.007630494423210621,1,20
straight,24,49668.08203125,12518.6533203125,0.2937650978565216,0.007615637965500355,1,20
straight,25,49721.45703125,12518.6533203125,0.2794927656650543,0.007540876977145672,1,20
straight,26,54824.34375,12518.6533203125,0.197353795170784,0.007668286096304655,1,20
straight,27,49106.75390625,12518.6533203125,0.27940040826797485,0.007495605852454901,1,20
straight,28,39443.37109375,12518.6533203125,0.446274995803833,0.007567348890006542,1,20
straight,29,50380.078125,12518.6533203125,0.23898403346538544,0.007587937638163567,1,20
qipso,0,113074.1875,15523.01953125,0.2564540505409241,0.5786815090104938,300,50
qipso,1,128533.515625,15413.203125,0.2678169906139374,0.577960988972336,300,50
qipso,2,114539.90625,13997.658203125,0.2743730843067169,0.5787595179863274,300,50
qipso,3,126954.890625,15406.7763671875,0.14243356883525848,0.579201340675354,300,50
qipso,4,119147.2578125,15131.7548828125,0.2893856167793274,0.5744237899780273,300,50
qipso,5,118420.3515625,15203.2587890625,0.17882974445819855,0.5739448191598058,300,50
qipso,6,134268.546875,14643.111328125,0.1834668219089508,0.5759886861778796,300,50
qipso,7,105946.59375,16491.509765625,0.2861059904098511,0.5739770508371294,300,50
qipso,8,121911.125,14871.1259765625,0.20468966662883759,0.5764466361142695,300,50
qipso,9,128485.7421875,16907.373046875,0.20552249252796173,0.5771621488966048,300,50
qipso,10,119286.984375,16974.21484375,0.2663211226463318,0.5766735952347517,300,50
qipso,11,118960.8984375,15777.5244140625,0.2630136013031006,0.5765963802114129,300,50
qipso,12,113138.2265625,14884.154296875,0.2704278230667114,0.5792397661134601,300,50
qipso,13,125370.0390625,17341.615234375,0.23461489379405975,0.5800121342763305,300,50
qipso,14,120533.25,15578.658203125,0.1898270696401596,0.5790853751823306,300,50
qipso,15,123964.2890625,14288.1826171875,0.21030576527118683,0.5795975620858371,300,50
qipso,16,132014.96875,15564.2578125,0.23705139756202698,0.5783739280886948,300,50
qipso,17,102397.34375,15658.94140625,0.26122960448265076,0.5790836866945028,300,50
qipso,18,122944.4296875,15100.1962890625,0.27086931467056274,0.5780194951221347,300,50
qipso,19,102016.84375,15083.7958984375,0.3698829412460327,0.579099256079644,300,50
qipso,20,133789.0625,17474.6953125,0.15531256794929504,0.5783516797237098,300,50
qipso,21,139025.015625,15864.2216796875,0.23918715119361877,0.57866130489856,300,50
qipso,22,126868.9375,15999.52734375,0.18645095825195312,0.5772268227301538,300,50
qipso,23,126813.4921875,16626.96875,0.21083274483680725,0.5776890488341451,300,50
qipso,24,133740.6875,16191.408203125,0.22320105135440826,0.5783798228949308,300,50
qipso,25,107393.1640625,16176.837890625,0.2702394723892212,0.5772370998747647,300,50
qipso,26,135768.421875,17541.474609375,0.19949987530708313,0.5787450987845659,300,50
qipso,27,119429.09375,16397.40234375,0.20129939913749695,0.5794934462755919,300,50
qipso,28,109054.875,15204.537109375,0.24576613306999207,0.576435319148004,300,50
qipso,29,131428.4375,15531.6318359375,0.21479091048240662,0.5767791252583265,300,50
pso,0,111718.046875,15493.44921875,0.2665652632713318,0.5003812513314188,300,50
pso,1,128574.0078125,16145.9794921875,0.2723003923892975,0.49788098921999335,300,50
pso,2,113854.7890625,14827.1201171875,0.2853039801120758,0.4969804771244526,300,50
pso,3,126504.75,14791.986328125,0.1411677598953247,0.4965285458602011,300,50
pso,4,118198.296875,15257.86328125,0.29673025012016296,0.4991114493459463,300,50
pso,5,118439.9140625,15172.142578125,0.17842642962932587,0.5039885700680315,300,50
pso,6,133334.859375,13715.6533203125,0.18350932002067566,0.5029619080014527,300,50
pso,7,106400.7578125,15283.6220703125,0.2728421688079834,0.503005581907928,300,50
pso,8,119972.9140625,15141.1015625,0.22109726071357727,0.5029423558153212,300,50
pso,9,124574.140625,14551.56640625,0.21660032868385315,0.5002714255824685,300,50
pso,10,119297.828125,16324.46484375,0.2615840435028076,0.4984760247170925,300,50
pso,11,119233.390625,15656.14453125,0.2602003812789917,0.4993657129816711,300,50
pso,12,113798.8671875,15943.3330078125,0.27338707447052,0.5002379906363785,300,50
pso,13,122685.4375,14357.6787109375,0.2324940711259842,0.5017211916856468,300,50
pso,14,120439.125,15484.53515625,0.1898270696401596,0.4991367841139436,300,50
pso,15,123536.0859375,13384.3134765625,0.20688088238239288,0.5018379120156169,300,50
pso,16,130477.7109375,14768.921875,0.24191218614578247,0.5017896560020745,300,50
pso,17,102174.796875,14711.810546875,0.2550581991672516,0.5025362339802086,300,50
pso,18,123121.8046875,16085.595703125,0.2763337790966034,0.5013890112750232,300,50
pso,19,102091.171875,16474.55078125,0.3794248104095459,0.49878382962197065,300,50
pso,20,131388.75,15058.455078125,0.15519686043262482,0.49925927678123116,300,50
pso,21,138149.78125,14994.37890625,0.23922045528888702,0.4993824940174818,300,50
pso,22,128246.4453125,15929.3193359375,0.1758277416229248,0.5003621191717684,300,50
pso,23,127238.203125,16176.62890625,0.2045656442642212,0.4996493496000767,300,50
pso,24,133335.078125,14744.091796875,0.2163170725107193,0.500082562211901,300,50
pso,25,107630.671875,15969.6640625,0.26654914021492004,0.5003511514514685,300,50
pso,26,131260.640625,13874.8515625,0.20518575608730316,0.5026784059591591,300,50
pso,27,118008.296875,14702.7001953125,0.19917619228363037,0.50045130494982,300,50
pso,28,107859.796875,16874.6015625,0.2687920331954956,0.5009521138854325,300,50
pso,29,133245.171875,15754.6357421875,0.2039932757616043,0.4996052705682814,300,50
ga,0,150559.5,18602.646484375,0.23146669566631317,0.5993063873611391,300,50
ga,1,146576.203125,18782.640625,0.2407778650522232,0.5972979040816426,300,50
ga,2,127395.6875,18451.55078125,0.25653076171875,0.5982302911579609,300,50
ga,3,180269.890625,19939.0078125,0.12999741733074188,0.5978755983524024,300,50
ga,4,165373.0,19158.80078125,0.26481860876083374,0.59866783907637,300,50
ga,5,133490.34375,18429.337890625,0.15994985401630402,0.5996433258987963,300,50
ga,6,166989.25,18658.80078125,0.1769724190235138,0.5995689309202135,300,50
ga,7,153996.0,20101.29296875,0.25866392254829407,0.6001461748965085,300,50
ga,8,171616.21875,19828.154296875,0.18632090091705322,0.5985395452007651,300,50
ga,9,188587.9375,19534.55859375,0.1943749487400055,0.5974359549582005,300,50
ga,10,178774.359375,19521.716796875,0.25875502824783325,0.5993234300985932,300,50
ga,11,165229.734375,18785.947265625,0.251202255487442,0.5979519649408758,300,50
ga,12,145990.640625,18556.015625,0.23201273381710052,0.5991320479661226,300,50
ga,13,193961.484375,20576.875,0.21255017817020416,0.6001642909832299,300,50
ga,14,190240.96875,20420.583984375,0.18844902515411377,0.59990423778072,300,50
ga,15,174664.90625,19969.275390625,0.199952632188797,0.594658590387553,300,50
ga,16,179540.34375,20054.599609375,0.22299760580062866,0.5951098399236798,300,50
ga,17,121408.8125,18640.50390625,0.24839937686920166,0.5943399113602936,300,50
ga,18,185460.0625,20469.955078125,0.2578212022781372,0.596931607928127,300,50
ga,19,123888.3125,18394.626953125,0.3328651189804077,0.5992573448456824,300,50
ga,20,193423.6875,19741.98046875,0.13880802690982819,0.6007953202351928,300,50
ga,21,180920.203125,18710.67578125,0.22588247060775757,0.5998521680012345,300,50
ga,22,172266.078125,19864.05078125,0.1863085925579071,0.600638004951179,300,50
ga,23,144842.96875,18091.30859375,0.18038325011730194,0.6010029329918325,300,50
ga,24,151555.796875,18685.15625,0.18573933839797974,0.5964125911705196,300,50
ga,25,123022.265625,17931.796875,0.2660554051399231,0.5957633787766099,300,50
ga,26,197400.921875,19636.078125,0.19816792011260986,0.5972095741890371,300,50
ga,27,141364.21875,18909.94921875,0.18506059050559998,0.5969917657785118,300,50
ga,28,149820.765625,19397.197265625,0.2391197681427002,0.5963792148977518,300,50
ga,29,197579.109375,18967.28125,0.18825319409370422,0.5972646940499544,300,50
de,0,113943.90625,14651.0302734375,0.24317853152751923,0.5440410762093961,300,50
de,1,127341.0546875,14736.884765625,0.27115777134895325,0.5464095529168844,300,50
de,2,115050.7734375,14506.2060546875,0.27435630559921265,0.5452304710634053,300,50
de,3,123812.2421875,14008.119140625,0.15584112703800201,0.5450782608240843,300,50
de,4,119093.390625,15179.5927734375,0.29008039832115173,0.544317505788058,300,50
de,5,120733.5703125,14604.568359375,0.15566326677799225,0.5456537338905036,300,50
de,6,132269.9375,14129.7314453125,0.19360463321208954,0.5455516520887613,300,50
de,7,106641.1484375,14777.419921875,0.2668839395046234,0.5451901247724891,300,50
de,8,123263.0703125,15091.8671875,0.19628484547138214,0.5446669016964734,300,50
de,9,124883.5,14114.90234375,0.2112882286310196,0.5454163057729602,300,50
de,10,116909.25,13807.927734375,0.26066645979881287,0.5467318859882653,300,50
de,11,117726.609375,14001.31640625,0.25914299488067627,0.5448585776612163,300,50
de,12,113965.09375,13760.974609375,0.25594809651374817,0.5461560259573162,300,50
de,13,122775.4140625,13834.1015625,0.22814702987670898,0.5456448467448354,300,50
de,14,118920.1015625,13965.509765625,0.1898270696401596,0.5447432613000274,300,50
de,15,124393.96875,13835.97265625,0.20395603775978088,0.544441896956414,300,50
de,16,128920.515625,14026.7890625,0.24725213646888733,0.5455280491150916,300,50
de,17,100787.4921875,14791.689453125,0.26755446195602417,0.5448963628150523,300,50
de,18,121460.5625,14647.150390625,0.27783912420272827,0.5447055702097714,300,50
de,19,103288.1171875,14246.166015625,0.3545968234539032,0.5452430872246623,300,50
de,20,129889.875,14343.00390625,0.16088610887527466,0.5484255901537836,300,50
de,21,137259.015625,14510.5546875,0.2417343258857727,0.5449551688507199,300,50
de,22,125567.21875,13848.12109375,0.1802160143852234,0.5457858168520033,300,50
de,23,124576.625,14274.6953125,0.2100062072277069,0.5441147410310805,300,50
de,24,134727.15625,15585.9287109375,0.21334461867809296,0.5438822209835052,300,50
de,25,106237.265625,13907.41796875,0.2611832618713379,0.5434049242176116,300,50
de,26,130118.21875,14054.1337890625,0.21413496136665344,0.5442388467490673,300,50
de,27,116829.5546875,13523.521484375,0.199172705411911,0.54558229399845,300,50
de,28,105523.25,14604.38671875,0.2693251073360443,0.5449833110906184,300,50
de,29,133242.828125,15007.9423828125,0.1989501714706421,0.5467013851739466,300,50
greedy,0,439273280.0,867369.125,0.43725723028182983,0.017302664928138256,1,50
greedy,1,391626144.0,767526.125,0.36536088585853577,0.017356873955577612,1,50
greedy,2,593111424.0,1205268.25,0.4110260009765625,0.017244952265173197,1,50
greedy,3,565136576.0,1137083.0,0.41711732745170593,0.017215816769748926,1,50
greedy,4,317548448.0,618311.125,0.4030090272426605,0.016875721979886293,1,50
greedy,5,315949824.0,614225.625,0.4497707188129425,0.017140762880444527,1,50
greedy,6,389830432.0,762319.625,0.4182237386703491,0.01708992663770914,1,50
greedy,7,551508480.0,1104642.375,0.4551609754562378,0.01703710900619626,1,50
greedy,8,478065152.0,949095.0,0.40698081254959106,0.01716537680476904,1,50
greedy,9,443936320.0,873932.5,0.4119814336299896,0.017069135792553425,1,50
greedy,10,513200224.0,1021422.1875,0.40137022733688354,0.016967006027698517,1,50
greedy,11,502835328.0,996326.25,0.435508668422699,0.01701621524989605,1,50
greedy,12,518007456.0,1032451.1875,0.44302457571029663,0.017102088313549757,1,50
greedy,13,638179584.0,1296615.625,0.4167287051677704,0.017073830123990774,1,50
greedy,14,444907776.0,876604.6875,0.4099878966808319,0.017173212952911854,1,50
greedy,15,463621504.0,917482.625,0.4121896028518677,0.017322388011962175,1,50
greedy,16,502244256.0,998643.8125,0.37135040760040283,0.01722754491493106,1,50
greedy,17,455150048.0,897283.8125,0.4481287896633148,0.01710494328290224,1,50
greedy,18,511718720.0,1017817.6875,0.3661631941795349,0.01706054899841547,1,50
greedy,19,567293952.0,1138816.125,0.4287187457084656,0.017071282025426626,1,50
greedy,20,479772576.0,954472.0,0.42001911997795105,0.01710774516686797,1,50
greedy,21,608599552.0,1246416.375,0.3458489775657654,0.017135547008365393,1,50
greedy,22,522133824.0,1038406.75,0.42724135518074036,0.017320118844509125,1,50
greedy,23,463112320.0,914627.5625,0.4101119637489319,0.016962185967713594,1,50
greedy,24,582331776.0,1175547.0,0.39405176043510437,0.017195720691233873,1,50
greedy,25,404699552.0,792910.9375,0.4477849006652832,0.01718111801892519,1,50
greedy,26,278584288.0,540488.5,0.38451844453811646,0.01712125213816762,1,50
greedy,27,524489088.0,1045616.0,0.4140363931655884,0.017116001341491938,1,50
greedy,28,600061056.0,1210559.125,0.43616536259651184,0.017219161614775658,1,50
greedy,29,436322656.0,855141.125,0.40827086567878723,0.01705886423587799,1,50
straight,0,114100.203125,12518.6533203125,0.22573405504226685,0.007521136663854122,1,50
straight,1,130034.046875,12518.6533203125,0.23936939239501953,0.007593930698931217,1,50
straight,2,116389.265625,12518.6533203125,0.2503519356250763,0.007386934943497181,1,50
straight,3,126420.0,12518.6533203125,0.12434227764606476,0.007657828740775585,1,50
straight,4,120694.4140625,12518.6533203125,0.2609635889530182,0.007579438854008913,1,50
straight,5,119602.546875,12518.6533203125,0.14806638658046722,0.007565904874354601,1,50
straight,6,132149.4375,12518.6533203125,0.18343041837215424,0.0076284282840788364,1,50
straight,7,107266.234375,12518.6533203125,0.24386942386627197,0.007523430977016687,1,50
straight,8,124450.2265625,12518.6533203125,0.16834521293640137,0.007585294544696808,1,50
straight,9,124879.4453125,12518.6533203125,0.19995132088661194,0.007555952295660973,1,50
straight,10,119686.1875,12518.6533203125,0.23150791227817535,0.007642647717148066,1,50
straight,11,120067.3359375,12518.6533203125,0.23183444142341614,0.007557945791631937,1,50
straight,12,115583.21875,12518.6533203125,0.23470811545848846,0.0075887590646743774,1,50
straight,13,122975.78125,12518.6533203125,0.2174074500799179,0.00760308001190424,1,50
straight,14,118307.0078125,12518.6533203125,0.18339098989963531,0.0074875992722809315,1,50
straight,15,123457.3671875,12518.6533203125,0.20121482014656067,0.007541202008724213,1,50
straight,16,129589.796875,12518.6533203125,0.2329864650964737,0.007616895716637373,1,50
straight,17,101407.96875,12518.6533203125,0.2429097592830658,0.0073221102356910706,1,50
straight,18,122839.015625,12518.6533203125,0.2541283667087555,0.007669533137232065,1,50
straight,19,105906.0,12518.6533203125,0.3231002390384674,0.007711644284427166,1,50
straight,20,131109.625,12518.6533203125,0.1387796700000763,0.00755822891369462,1,50
straight,21,138729.046875,12518.6533203125,0.22034864127635956,0.007628703955560923,1,50
straight,22,125527.7109375,12518.6533203125,0.17075037956237793,0.007671840954571962,1,50
straight,23,126642.6796875,12518.6533203125,0.18263192474842072,0.007500640116631985,1,50
straight,24,136440.375,12518.6533203125,0.18109013140201569,0.007594197988510132,1,50
straight,25,106084.8828125,12518.6533203125,0.25128981471061707,0.007634983863681555,1,50
straight,26,129891.4453125,12518.6533203125,0.2052738219499588,0.007668256759643555,1,50
straight,27,115824.2734375,12518.6533203125,0.1991758942604065,0.007569374982267618,1,50
straight,28,107776.5078125,12518.6533203125,0.23445457220077515,0.007776246871799231,1,50
straight,29,132773.09375,12518.6533203125,0.18526755273342133,0.007521264720708132,1,50
qipso,0,244281.890625,15023.54296875,0.13971424102783203,0.5769291389733553,300,100
qipso,1,243820.140625,16068.392578125,0.1926669478416443,0.5788010191172361,300,100
qipso,2,237519.15625,14661.4423828125,0.14282594621181488,0.5770463203079998,300,100
qipso,3,259242.578125,15925.302734375,0.1515311300754547,0.5765771870501339,300,100
qipso,4,251699.625,14625.796875,0.1592392921447754,0.5755534949712455,300,100
qipso,5,238426.1875,15733.9931640625,0.1547599732875824,0.5755811221897602,300,100
qipso,6,243413.359375,15865.482421875,0.13267672061920166,0.5777576342225075,300,100
qipso,7,242002.359375,16269.7998046875,0.16133110225200653,0.575295742135495,300,100
qipso,8,250059.828125,15157.828125,0.1111108660697937,0.5749198542907834,300,100
qipso,9,237139.21875,16996.3203125,0.1949850171804428,0.5739924102090299,300,100
qipso,10,255507.53125,17106.0625,0.1764686554670334,0.5771737629547715,300,100
qipso,11,252470.140625,15598.74609375,0.16820015013217926,0.5736032458953559,300,100
qipso,12,270564.0625,16779.7265625,0.12455537915229797,0.5749394716694951,300,100
qipso,13,262709.46875,16679.609375,0.12013588100671768,0.5758754331618547,300,100
qipso,14,250933.25,16343.7001953125,0.1391245573759079,0.5747217116877437,300,100
qipso,15,253947.796875,15323.927734375,0.15018391609191895,0.5781867611221969,300,100
qipso,16,258840.171875,16072.3857421875,0.17937071621418,0.574786086101085,300,100
qipso,17,250514.96875,16226.5966796875,0.16715838015079498,0.5760794878005981,300,100
qipso,18,246589.359375,17253.5,0.1594713181257248,0.5730417529121041,300,100
qipso,19,228515.21875,15448.025390625,0.19390814006328583,0.5746171493083239,300,100
qipso,20,260714.25,16286.08984375,0.11680930852890015,0.5752167860046029,300,100
qipso,21,246063.609375,15209.970703125,0.14033451676368713,0.5751115470193326,300,100
qipso,22,251136.78125,16259.7353515625,0.15850865840911865,0.572741927113384,300,100
qipso,23,258420.96875,16118.458984375,0.15300911664962769,0.573704928625375,300,100
qipso,24,268706.6875,16393.326171875,0.1372973769903183,0.5782866249792278,300,100
qipso,25,265526.28125,17273.423828125,0.12314452230930328,0.5764459599740803,300,100
qipso,26,250979.71875,16691.39453125,0.14705948531627655,0.5750163020566106,300,100
qipso,27,238137.84375,16463.4765625,0.17270015180110931,0.5745109617710114,300,100
qipso,28,232167.71875,14772.935546875,0.14738552272319794,0.5754314069636166,300,100
qipso,29,270090.71875,16620.49609375,0.14665555953979492,0.5737455617636442,300,100
pso,0,242688.90625,15061.5,0.1458556056022644,0.496566463727504,300,100
pso,1,241069.1875,14826.8046875,0.1980174332857132,0.4975269353017211,300,100
pso,2,237894.4375,14481.111328125,0.1406889408826828,0.4963996768929064,300,100
pso,3,258481.875,15895.9296875,0.1542009562253952,0.4979595523327589,300,100
pso,4,252254.734375,15157.46875,0.15915623307228088,0.4945158469490707,300,100
pso,5,236759.84375,15724.984375,0.161050945520401,0.49550533993169665,300,100
pso,6,241300.046875,14898.619140625,0.13704662024974823,0.4955268958583474,300,100
pso,7,241997.625,16833.1640625,0.16344185173511505,0.49537978786975145,300,100
pso,8,249464.3125,14128.3369140625,0.1094687283039093,0.49545813305303454,300,100
pso,9,239324.15625,16442.6171875,0.18489623069763184,0.4965137620456517,300,100
pso,10,256939.09375,16624.2890625,0.1698591709136963,0.49722152994945645,300,100
pso,11,254953.984375,15596.69921875,0.15947073698043823,0.497661205008626,300,100
pso,12,270318.125,16979.1015625,0.12609140574932098,0.4958513551391661,300,100
pso,13,262106.25,15775.837890625,0.11909879744052887,0.49629258969798684,300,100
pso,14,246677.828125,15631.955078125,0.15224400162696838,0.4943213267251849,300,100
pso,15,257469.21875,14711.857421875,0.13551586866378784,0.4934453694149852,300,100
pso,16,256505.953125,15518.45703125,0.18538859486579895,0.49306826386600733,300,100
pso,17,248158.609375,15712.3095703125,0.1738535463809967,0.495435438118875,300,100
pso,18,245668.5625,16426.80859375,0.15982060134410858,0.49309708876535296,300,100
pso,19,230447.703125,16740.826171875,0.1914949268102646,0.4947422188706696,300,100
pso,20,259219.625,15754.1953125,0.12028802186250687,0.49394053081050515,300,100
pso,21,245894.53125,15552.947265625,0.1422404944896698,0.49377383291721344,300,100
pso,22,253004.71875,16582.55078125,0.1529729962348938,0.49325807485729456,300,100
pso,23,259984.5625,15703.7080078125,0.1460937112569809,0.4954051310196519,300,100
pso,24,268117.46875,16506.02734375,0.13970144093036652,0.49418459087610245,300,100
pso,25,264924.90625,16047.1201171875,0.12071766704320908,0.4942251811735332,300,100
pso,26,249234.6875,15689.072265625,0.14960630238056183,0.49067026283591986,300,100
pso,27,237228.1875,15467.208984375,0.17237679660320282,0.4938765992410481,300,100
pso,28,230989.0,16106.2158203125,0.15723741054534912,0.4919122247956693,300,100
pso,29,266932.03125,15148.98828125,0.15233571827411652,0.4918774049729109,300,100
ga,0,283271.5625,19356.76171875,0.1336945742368698,0.5885877949185669,300,100
ga,1,315483.90625,19643.375,0.16993504762649536,0.5924510140903294,300,100
ga,2,267299.625,19388.20703125,0.11844901740550995,0.5929119535721838,300,100
ga,3,312690.59375,19153.609375,0.13576602935791016,0.5895609832368791,300,100
ga,4,318699.4375,20028.734375,0.143987774848938,0.5895547741092741,300,100
ga,5,280996.25,19134.30078125,0.13769693672657013,0.5899316188879311,300,100
ga,6,284666.25,18728.36328125,0.11783348768949509,0.5918390923179686,300,100
ga,7,288388.6875,19272.294921875,0.1569277048110962,0.5944255217909813,300,100
ga,8,279278.0,19686.552734375,0.09337276965379715,0.5952580058947206,300,100
ga,9,348680.71875,20009.763671875,0.1704198122024536,0.5961466440930963,300,100
ga,10,283008.875,19863.43359375,0.1632857322692871,0.5915882126428187,300,100
ga,11,295729.84375,19474.72265625,0.146932914853096,0.6041718502528965,300,100
ga,12,296794.625,17858.7265625,0.09614545106887817,0.5951859881170094,300,100
ga,13,287991.46875,17996.28125,0.10379587858915329,0.5960088740102947,300,100
ga,14,291929.375,19489.95703125,0.13858649134635925,0.5970578077249229,300,100
ga,15,292195.46875,19302.078125,0.12972518801689148,0.5960659212432802,300,100
ga,16,308519.84375,20186.28515625,0.16695986688137054,0.5962031809613109,300,100
ga,17,348109.1875,19343.0546875,0.14879530668258667,0.5954861156642437,300,100
ga,18,297158.40625,19490.3125,0.13465546071529388,0.5959268850274384,300,100
ga,19,274814.25,19632.4296875,0.16976480185985565,0.6031444789841771,300,100
ga,20,283419.0,18875.09375,0.11019034683704376,0.5930662341415882,300,100
ga,21,267011.75,19185.998046875,0.12612292170524597,0.5961394449695945,300,100
ga,22,291662.28125,19161.10546875,0.14202043414115906,0.5946500529535115,300,100
ga,23,287046.375,18893.2734375,0.147592693567276,0.5953182438388467,300,100
ga,24,326345.9375,19835.439453125,0.11954523622989655,0.5956429508514702,300,100
ga,25,343133.03125,20238.35546875,0.10613207519054413,0.5964929200708866,300,100
ga,26,291171.03125,19519.033203125,0.1470036655664444,0.5955725722014904,300,100
ga,27,292679.3125,19362.822265625,0.16382865607738495,0.5930670886300504,300,100
ga,28,309308.125,20141.66796875,0.13367390632629395,0.5890298071317375,300,100
ga,29,333855.59375,20106.607421875,0.13070105016231537,0.5912235421128571,300,100
de,0,242638.921875,14834.2783203125,0.1451692283153534,0.5377310211770236,300,100
de,1,241692.9375,15092.0703125,0.19674670696258545,0.5379541614092886,300,100
de,2,238677.4375,14389.8876953125,0.13732637465000153,0.5403926577419043,300,100
de,3,257341.390625,15110.666015625,0.15532004833221436,0.5382184931077063,300,100
de,4,252770.046875,14226.2451171875,0.15402619540691376,0.5471591600216925,300,100
de,5,239835.9375,14860.111328125,0.14609232544898987,0.5359591320157051,300,100
de,6,241070.703125,14381.04296875,0.13594801723957062,0.5364541811868548,300,100
de,7,241561.125,14984.3515625,0.1581946164369583,0.5420160442590714,300,100
de,8,251991.953125,14508.39453125,0.10134194046258926,0.5373917920514941,300,100
de,9,235330.453125,14576.302734375,0.1926763504743576,0.5382667439989746,300,100
de,10,252994.375,14127.60546875,0.17486122250556946,0.5364521373994648,300,100
de,11,254046.703125,14687.240234375,0.15946298837661743,0.5396435032598674,300,100
de,12,270916.28125,15183.8544921875,0.11783526092767715,0.5404137480072677,300,100
de,13,260465.171875,15041.998046875,0.12230555713176727,0.552721899934113,300,100
de,14,247391.859375,14038.91796875,0.14366260170936584,0.5415451908484101,300,100
de,15,257111.453125,15008.328125,0.13779316842556,0.5437623937614262,300,100
de,16,256920.4375,13561.80078125,0.17737343907356262,0.544759398791939,300,100
de,17,247816.375,15446.623046875,0.17397864162921906,0.5425513801164925,300,100
de,18,248538.875,14432.923828125,0.14198870956897736,0.5416180640459061,300,100
de,19,229308.796875,14292.146484375,0.18653279542922974,0.5419035437516868,300,100
de,20,257675.71875,14328.3193359375,0.12083088606595993,0.5425382489338517,300,100
de,21,245396.765625,14533.1376953125,0.14029644429683685,0.5437201899476349,300,100
de,22,250254.109375,14385.3154296875,0.15495558083057404,0.5443102288991213,300,100
de,23,255149.0625,14593.912109375,0.15911714732646942,0.5431534233503044,300,100
de,24,267965.875,14970.748046875,0.13496644794940948,0.5437198141589761,300,100
de,25,263289.375,14388.056640625,0.12063451111316681,0.5456413896754384,300,100
de,26,246857.5,14237.833984375,0.15297789871692657,0.5465793618932366,300,100
de,27,238102.453125,14954.099609375,0.1671990305185318,0.5473192860372365,300,100
de,28,231579.21875,14904.7041015625,0.15021026134490967,0.5433254009112716,300,100
de,29,268704.8125,14430.2529296875,0.143947571516037,0.541960802860558,300,100
greedy,0,819132480.0,1750350.25,0.2396533340215683,0.0240010442212224,1,100
greedy,1,1057918464.0,2363022.25,0.22289946675300598,0.024384757969528437,1,100
greedy,2,1039492224.0,2316386.75,0.23210680484771729,0.024106071796268225,1,100
greedy,3,949466240.0,2079179.75,0.20956973731517792,0.02429355727508664,1,100
greedy,4,1098691584.0,2468879.25,0.2139889895915985,0.024106524884700775,1,100
greedy,5,756456256.0,1603070.625,0.21776671707630157,0.02472020359709859,1,100
greedy,6,542950720.0,1100859.5,0.23823882639408112,0.024382920935750008,1,100
greedy,7,821129344.0,1761365.125,0.22631777822971344,0.02441407786682248,1,100
greedy,8,817576768.0,1748086.5,0.23109179735183716,0.02396291494369507,1,100
greedy,9,829330752.0,1778830.25,0.23331092298030853,0.024162552319467068,1,100
greedy,10,984006080.0,2170746.5,0.2202294021844864,0.02374877780675888,1,100
greedy,11,959681600.0,2110589.75,0.21262416243553162,0.02444266015663743,1,100
greedy,12,1192618496.0,2690371.75,0.20306462049484253,0.024369888938963413,1,100
greedy,13,982248064.0,2142862.5,0.22237473726272583,0.02482302999123931,1,100
greedy,14,1336643584.0,3151193.0,0.2256826013326645,0.024334288202226162,1,100
greedy,15,772125056.0,1639900.5,0.2230176478624344,0.02457587607204914,1,100
greedy,16,1073583104.0,2381583.5,0.2093707025051117,0.024490476120263338,1,100
greedy,17,843956224.0,1808403.25,0.2220229059457779,0.024228540249168873,1,100
greedy,18,1145109120.0,2599157.5,0.21890254318714142,0.02377711283043027,1,100
greedy,19,934542848.0,2042242.75,0.23991063237190247,0.02355686528608203,1,100
greedy,20,891593216.0,1921768.375,0.22080844640731812,0.024275953881442547,1,100
greedy,21,1016741696.0,2268973.5,0.22233614325523376,0.02382470527663827,1,100
greedy,22,939912896.0,2057751.125,0.22504445910453796,0.0242178188636899,1,100
greedy,23,725646976.0,1531063.25,0.2120274305343628,0.0234794938005507,1,100
greedy,24,883018112.0,1917494.25,0.20712162554264069,0.023896381724625826,1,100
greedy,25,889620864.0,1927454.875,0.2189641296863556,0.024169680662453175,1,100
greedy,26,984902784.0,2161402.5,0.23081256449222565,0.024146424140781164,1,100
greedy,27,650270848.0,1349567.125,0.23118658363819122,0.02387480391189456,1,100
greedy,28,848035328.0,1812472.25,0.23242948949337006,0.023730442859232426,1,100
greedy,29,831044416.0,1772770.25,0.21144862473011017,0.02384692383930087,1,100
straight,0,248094.5625,12518.6533203125,0.11600782722234726,0.007300951983779669,1,100
